,Country,Confirmed,Deaths
2020-12-03,Denmark,59857.0,643.0
2020-12-04,Denmark,60468.0,643.0
2020-12-05,Denmark,61085.0,643.0
2020-12-06,Denmark,61707.0,643.0
2020-12-07,Denmark,62335.0,643.0
2020-12-08,Denmark,62969.0,643.0
2020-12-09,Denmark,63608.0,643.0
2020-12-10,Denmark,64254.0,643.0
2020-11-11,Dominican Republic,131754.0,2450.0
2020-11-12,Dominican Republic,132062.0,2459.0
2020-11-13,Dominican Republic,132365.0,2468.0
2020-11-14,Dominican Republic,132664.0,2476.0
2020-11-15,Dominican Republic,132958.0,2485.0
2020-11-16,Dominican Republic,133249.0,2493.0
2020-11-17,Dominican Republic,133534.0,2502.0
2020-11-18,Dominican Republic,133816.0,2510.0
2020-11-19,Dominican Republic,134093.0,2518.0
2020-11-20,Dominican Republic,134367.0,2527.0
2020-11-21,Dominican Republic,134636.0,2535.0
2020-11-22,Dominican Republic,134901.0,2543.0
2020-11-23,Dominican Republic,135162.0,2551.0
2020-11-24,Dominican Republic,135419.0,2559.0
2020-11-25,Dominican Republic,135673.0,2567.0
2020-11-26,Dominican Republic,135922.0,2575.0
2020-11-27,Dominican Republic,136168.0,2582.0
2020-11-28,Dominican Republic,136410.0,2590.0
2020-11-29,Dominican Republic,136648.0,2598.0
2020-11-30,Dominican Republic,136883.0,2605.0
2020-12-01,Dominican Republic,137114.0,2613.0
2020-12-02,Dominican Republic,137342.0,2621.0
2020-12-03,Dominican Republic,137566.0,2628.0
2020-12-04,Dominican Republic,137786.0,2635.0
2020-12-05,Dominican Republic,138004.0,2643.0
2020-12-06,Dominican Republic,138218.0,2650.0
2020-12-07,Dominican Republic,138428.0,2657.0
2020-12-08,Dominican Republic,138636.0,2664.0
2020-12-09,Dominican Republic,138840.0,2671.0
2020-12-10,Dominican Republic,139041.0,2678.0
2020-11-11,Algeria,61484.0,2027.0
2020-11-12,Algeria,61659.0,2033.0
2020-11-13,Algeria,61832.0,2038.0
2020-11-14,Algeria,62002.0,2044.0
2020-11-15,Algeria,62170.0,2049.0
2020-11-16,Algeria,62337.0,2055.0
2020-11-17,Algeria,62501.0,2060.0
2020-11-18,Algeria,62663.0,2066.0
2020-11-19,Algeria,62823.0,2071.0
2020-11-20,Algeria,62982.0,2076.0
2020-11-21,Algeria,63138.0,2082.0
2020-11-22,Algeria,63292.0,2087.0
2020-11-23,Algeria,63444.0,2092.0
2020-11-24,Algeria,63595.0,2097.0
2020-11-25,Algeria,63744.0,2103.0
2020-11-26,Algeria,63890.0,2108.0
2020-11-27,Algeria,64035.0,2113.0
2020-11-28,Algeria,64178.0,2118.0
2020-11-29,Algeria,64319.0,2123.0
2020-11-30,Algeria,64459.0,2128.0
2020-12-01,Algeria,64596.0,2133.0
2020-12-02,Algeria,64732.0,2138.0
2020-12-03,Algeria,64866.0,2143.0
2020-12-04,Algeria,64999.0,2147.0
2020-12-05,Algeria,65129.0,2152.0
2020-12-06,Algeria,65258.0,2157.0
2020-12-07,Algeria,65386.0,2162.0
2020-12-08,Algeria,65511.0,2166.0
2020-12-09,Algeria,65635.0,2171.0
2020-12-10,Algeria,65758.0,2176.0
2020-11-11,Ecuador,173880.0,13923.0
2020-11-12,Ecuador,174637.0,13995.0
2020-11-13,Ecuador,175390.0,14068.0
2020-11-14,Ecuador,176140.0,14140.0
2020-11-15,Ecuador,176888.0,14212.0
2020-11-16,Ecuador,177632.0,14284.0
2020-11-17,Ecuador,178373.0,14356.0
2020-11-18,Ecuador,179111.0,14427.0
2020-11-19,Ecuador,179846.0,14499.0
2020-11-20,Ecuador,180577.0,14570.0
2020-11-21,Ecuador,181306.0,14641.0
2020-11-22,Ecuador,182031.0,14712.0
2020-11-23,Ecuador,182754.0,14783.0
2020-11-24,Ecuador,183473.0,14853.0
2020-11-25,Ecuador,184189.0,14924.0
2020-11-26,Ecuador,184901.0,14994.0
2020-11-27,Ecuador,185611.0,15064.0
2020-11-28,Ecuador,186317.0,15134.0
2020-11-29,Ecuador,187020.0,15204.0
2020-11-30,Ecuador,187720.0,15273.0
2020-12-01,Ecuador,188416.0,15342.0
2020-12-02,Ecuador,189110.0,15411.0
2020-12-03,Ecuador,189800.0,15480.0
2020-12-04,Ecuador,190487.0,15549.0
2020-12-05,Ecuador,191170.0,15617.0
2020-12-06,Ecuador,191850.0,15686.0
2020-12-07,Ecuador,192527.0,15754.0
2020-12-08,Ecuador,193201.0,15821.0
2020-12-09,Ecuador,193872.0,15889.0
2020-12-10,Ecuador,194539.0,15957.0
2020-11-11,Estonia,4832.0,65.0
2020-11-12,Estonia,4864.0,65.0
2020-11-13,Estonia,4896.0,65.0
2020-11-14,Estonia,4929.0,65.0
2020-11-15,Estonia,4962.0,65.0
2020-11-16,Estonia,4995.0,65.0
2020-11-17,Estonia,5028.0,65.0
2020-11-18,Estonia,5061.0,65.0
2020-11-19,Estonia,5095.0,65.0
2020-11-20,Estonia,5128.0,65.0
2020-11-21,Estonia,5162.0,65.0
2020-11-22,Estonia,5196.0,65.0
2020-11-23,Estonia,5231.0,65.0
2020-11-24,Estonia,5265.0,65.0
2020-11-25,Estonia,5300.0,65.0
2020-11-26,Estonia,5335.0,65.0
2020-11-27,Estonia,5370.0,65.0
2020-11-28,Estonia,5406.0,65.0
2020-11-29,Estonia,5441.0,65.0
2020-11-30,Estonia,5477.0,65.0
2020-12-01,Estonia,5513.0,65.0
2020-12-02,Estonia,5550.0,65.0
2020-12-03,Estonia,5586.0,65.0
2020-12-04,Estonia,5623.0,65.0
2020-12-05,Estonia,5660.0,65.0
2020-12-06,Estonia,5697.0,65.0
2020-12-07,Estonia,5735.0,65.0
2020-12-08,Estonia,5772.0,65.0
2020-12-09,Estonia,5810.0,65.0
2020-12-10,Estonia,5848.0,65.0
2020-11-11,Egypt,105625.0,6220.0
2020-11-12,Egypt,105637.0,6223.0
2020-11-13,Egypt,105648.0,6226.0
2020-11-14,Egypt,105659.0,6228.0
2020-11-15,Egypt,105669.0,6231.0
2020-11-16,Egypt,105679.0,6233.0
2020-11-17,Egypt,105689.0,6236.0
2020-11-18,Egypt,105698.0,6238.0
2020-11-19,Egypt,105707.0,6240.0
2020-11-20,Egypt,105715.0,6243.0
2020-11-21,Egypt,105724.0,6245.0
2020-11-22,Egypt,105732.0,6247.0
2020-11-23,Egypt,105739.0,6249.0
2020-11-24,Egypt,105747.0,6251.0
2020-11-25,Egypt,105754.0,6253.0
2020-11-26,Egypt,105761.0,6255.0
2020-11-27,Egypt,105768.0,6257.0
2020-11-28,Egypt,105774.0,6259.0
2020-11-29,Egypt,105780.0,6260.0
2020-11-30,Egypt,105786.0,6262.0
2020-12-01,Egypt,105792.0,6264.0
2020-12-02,Egypt,105797.0,6265.0
2020-12-03,Egypt,105803.0,6267.0
2020-12-04,Egypt,105808.0,6269.0
2020-12-05,Egypt,105813.0,6270.0
2020-12-06,Egypt,105817.0,6271.0
2020-12-07,Egypt,105822.0,6273.0
2020-12-08,Egypt,105826.0,6274.0
2020-12-09,Egypt,105831.0,6276.0
2020-12-10,Egypt,105835.0,6277.0
2020-11-11,Ethiopia,101010.0,1537.0
2020-11-12,Ethiopia,101366.0,1542.0
2020-11-13,Ethiopia,101715.0,1546.0
2020-11-14,Ethiopia,102056.0,1551.0
2020-11-15,Ethiopia,102391.0,1556.0
2020-11-16,Ethiopia,102718.0,1560.0
2020-11-17,Ethiopia,103039.0,1565.0
2020-11-18,Ethiopia,103353.0,1569.0
2020-11-19,Ethiopia,103660.0,1573.0
2020-11-20,Ethiopia,103960.0,1577.0
2020-11-21,Ethiopia,104254.0,1581.0
2020-11-22,Ethiopia,104542.0,1585.0
2020-11-23,Ethiopia,104824.0,1589.0
2020-11-24,Ethiopia,105100.0,1593.0
2020-11-25,Ethiopia,105369.0,1597.0
2020-11-26,Ethiopia,105633.0,1600.0
2020-11-27,Ethiopia,105891.0,1604.0
2020-11-28,Ethiopia,106143.0,1607.0
2020-11-29,Ethiopia,106390.0,1611.0
2020-11-30,Ethiopia,106632.0,1614.0
2020-12-01,Ethiopia,106868.0,1617.0
2020-12-02,Ethiopia,107099.0,1620.0
2020-12-03,Ethiopia,107325.0,1623.0
2020-12-04,Ethiopia,107546.0,1626.0
2020-12-05,Ethiopia,107762.0,1629.0
2020-12-06,Ethiopia,107973.0,1632.0
2020-12-07,Ethiopia,108180.0,1635.0
2020-12-08,Ethiopia,108382.0,1638.0
2020-12-09,Ethiopia,108579.0,1640.0
2020-12-10,Ethiopia,108772.0,1643.0
2020-11-11,Finland,15241.0,339.0
2020-11-12,Finland,15336.0,339.0
2020-11-13,Finland,15431.0,339.0
2020-11-14,Finland,15526.0,339.0
2020-11-15,Finland,15622.0,339.0
2020-11-16,Finland,15718.0,339.0
2020-11-17,Finland,15815.0,339.0
2020-11-18,Finland,15913.0,339.0
2020-11-19,Finland,16011.0,339.0
2020-11-20,Finland,16110.0,339.0
2020-11-21,Finland,16209.0,339.0
2020-11-22,Finland,16309.0,339.0
2020-11-23,Finland,16409.0,339.0
2020-11-24,Finland,16510.0,339.0
2020-11-25,Finland,16611.0,339.0
2020-11-26,Finland,16713.0,339.0
2020-11-27,Finland,16816.0,339.0
2020-11-28,Finland,16919.0,339.0
2020-11-29,Finland,17023.0,339.0
2020-11-30,Finland,17127.0,339.0
2020-12-01,Finland,17232.0,339.0
2020-12-02,Finland,17338.0,339.0
2020-12-03,Finland,17444.0,339.0
2020-12-04,Finland,17551.0,339.0
2020-12-05,Finland,17658.0,339.0
2020-12-06,Finland,17766.0,339.0
2020-12-07,Finland,17875.0,339.0
2020-12-08,Finland,17984.0,339.0
2020-12-09,Finland,18094.0,339.0
2020-12-10,Finland,18204.0,339.0
2020-11-11,France,1741971.0,22129.0
2020-11-12,France,1780382.0,22129.0
2020-11-13,France,1819525.0,22129.0
2020-11-14,France,1859413.0,22129.0
2020-11-15,France,1900055.0,22129.0
2020-11-16,France,1941464.0,22129.0
2020-11-17,France,1983652.0,22129.0
2020-11-18,France,2026631.0,22129.0
2020-11-19,France,2070412.0,22129.0
2020-11-20,France,2115009.0,22129.0
2020-11-21,France,2160433.0,22129.0
2020-11-22,France,2206696.0,22129.0
2020-11-23,France,2253813.0,22130.0
2020-11-24,France,2301795.0,22130.0
2020-11-25,France,2350655.0,22130.0
2020-11-26,France,2400406.0,22130.0
2020-11-27,France,2451062.0,22130.0
2020-11-28,France,2502635.0,22130.0
2020-11-29,France,2555140.0,22130.0
2020-11-30,France,2608590.0,22130.0
2020-12-01,France,2662998.0,22130.0
2020-12-02,France,2718379.0,22130.0
2020-12-03,France,2774747.0,22130.0
2020-12-04,France,2832115.0,22130.0
2020-12-05,France,2890498.0,22130.0
2020-12-06,France,2949910.0,22130.0
2020-12-07,France,3010366.0,22130.0
2020-12-08,France,3071882.0,22130.0
2020-12-09,France,3134470.0,22130.0
2020-12-10,France,3198148.0,22130.0
2020-11-11,Gabon,9073.0,54.0
2020-11-12,Gabon,9076.0,54.0
2020-11-13,Gabon,9079.0,54.0
2020-11-14,Gabon,9082.0,54.0
2020-11-15,Gabon,9084.0,54.0
2020-11-16,Gabon,9087.0,54.0
2020-11-17,Gabon,9089.0,54.0
2020-11-18,Gabon,9092.0,54.0
2020-11-19,Gabon,9094.0,54.0
2020-11-20,Gabon,9096.0,54.0
2020-11-21,Gabon,9098.0,54.0
2020-11-22,Gabon,9100.0,54.0
2020-11-23,Gabon,9103.0,54.0
2020-11-24,Gabon,9105.0,54.0
2020-11-25,Gabon,9107.0,54.0
2020-11-26,Gabon,9108.0,54.0
2020-11-27,Gabon,9110.0,54.0
2020-11-28,Gabon,9112.0,54.0
2020-11-29,Gabon,9114.0,54.0
2020-11-30,Gabon,9115.0,54.0
2020-12-01,Gabon,9117.0,54.0
2020-12-02,Gabon,9119.0,54.0
2020-12-03,Gabon,9120.0,54.0
2020-12-04,Gabon,9122.0,54.0
2020-12-05,Gabon,9123.0,54.0
2020-12-06,Gabon,9125.0,54.0
2020-12-07,Gabon,9126.0,54.0
2020-12-08,Gabon,9127.0,54.0
2020-12-09,Gabon,9129.0,54.0
2020-12-10,Gabon,9130.0,54.0
2020-11-11,United Kingdom,1047177.0,42629.0
2020-11-12,United Kingdom,1058648.0,42629.0
2020-11-13,United Kingdom,1070230.0,42629.0
2020-11-14,United Kingdom,1081922.0,42629.0
2020-11-15,United Kingdom,1093725.0,42629.0
2020-11-16,United Kingdom,1105641.0,42629.0
2020-11-17,United Kingdom,1117671.0,42629.0
2020-11-18,United Kingdom,1129814.0,42629.0
2020-11-19,United Kingdom,1142073.0,42629.0
2020-11-20,United Kingdom,1154448.0,42629.0
2020-11-21,United Kingdom,1166940.0,42629.0
2020-11-22,United Kingdom,1179550.0,42629.0
2020-11-23,United Kingdom,1192279.0,42629.0
2020-11-24,United Kingdom,1205127.0,42629.0
2020-11-25,United Kingdom,1218096.0,42629.0
2020-11-26,United Kingdom,1231187.0,42629.0
2020-11-27,United Kingdom,1244401.0,42629.0
2020-11-28,United Kingdom,1257738.0,42629.0
2020-11-29,United Kingdom,1271200.0,42629.0
2020-11-30,United Kingdom,1284787.0,42629.0
2020-12-01,United Kingdom,1298500.0,42629.0
2020-12-02,United Kingdom,1312341.0,42629.0
2020-12-03,United Kingdom,1326311.0,42629.0
2020-12-04,United Kingdom,1340409.0,42629.0
2020-12-05,United Kingdom,1354639.0,42629.0
2020-12-06,United Kingdom,1368999.0,42629.0
2020-12-07,United Kingdom,1383492.0,42629.0
2020-12-08,United Kingdom,1398119.0,42629.0
2020-12-09,United Kingdom,1412880.0,42629.0
2020-12-10,United Kingdom,1427776.0,42629.0
2020-11-11,Georgia,74756.0,635.0
2020-11-12,Georgia,78685.0,672.0
2020-11-13,Georgia,82800.0,711.0
2020-11-14,Georgia,87109.0,753.0
2020-11-15,Georgia,91620.0,796.0
2020-11-16,Georgia,96341.0,843.0
2020-11-17,Georgia,101282.0,891.0
2020-11-18,Georgia,106450.0,942.0
2020-11-19,Georgia,111856.0,996.0
2020-11-20,Georgia,117509.0,1053.0
2020-11-21,Georgia,123419.0,1113.0
2020-11-22,Georgia,129595.0,1176.0
2020-11-23,Georgia,136049.0,1243.0
2020-11-24,Georgia,142791.0,1312.0
2020-11-25,Georgia,149833.0,1386.0
2020-11-26,Georgia,157186.0,1463.0
2020-11-27,Georgia,164863.0,1544.0
2020-11-28,Georgia,172875.0,1630.0
2020-11-29,Georgia,181236.0,1720.0
2020-11-30,Georgia,189958.0,1814.0
2020-12-01,Georgia,199056.0,1913.0
2020-12-02,Georgia,208543.0,2018.0
2020-12-03,Georgia,218433.0,2127.0
2020-12-04,Georgia,228743.0,2242.0
2020-12-05,Georgia,239486.0,2363.0
2020-12-06,Georgia,250679.0,2490.0
2020-12-07,Georgia,262339.0,2623.0
2020-12-08,Georgia,274481.0,2763.0
2020-12-09,Georgia,287124.0,2910.0
2020-12-10,Georgia,300284.0,3064.0
2020-11-10,French Guiana,10381.0,70.0
2020-11-11,French Guiana,10384.0,70.0
2020-11-12,French Guiana,10388.0,70.0
2020-11-13,French Guiana,10392.0,70.0
2020-11-14,French Guiana,10395.0,70.0
2020-11-15,French Guiana,10398.0,70.0
2020-11-16,French Guiana,10401.0,70.0
2020-11-17,French Guiana,10404.0,70.0
2020-11-18,French Guiana,10407.0,70.0
2020-11-19,French Guiana,10410.0,70.0
2020-11-20,French Guiana,10413.0,70.0
2020-11-21,French Guiana,10416.0,70.0
2020-11-22,French Guiana,10418.0,70.0
2020-11-23,French Guiana,10421.0,70.0
2020-11-24,French Guiana,10423.0,70.0
2020-11-25,French Guiana,10426.0,70.0
2020-11-26,French Guiana,10428.0,70.0
2020-11-27,French Guiana,10430.0,70.0
2020-11-28,French Guiana,10432.0,70.0
2020-11-29,French Guiana,10434.0,70.0
2020-11-30,French Guiana,10436.0,70.0
2020-12-01,French Guiana,10438.0,70.0
2020-12-02,French Guiana,10440.0,70.0
2020-12-03,French Guiana,10442.0,70.0
2020-12-04,French Guiana,10444.0,70.0
2020-12-05,French Guiana,10446.0,70.0
2020-12-06,French Guiana,10447.0,70.0
2020-12-07,French Guiana,10449.0,70.0
2020-12-08,French Guiana,10450.0,70.0
2020-12-09,French Guiana,10452.0,70.0
2020-11-11,Guernsey,263.0,13.0
2020-11-12,Guernsey,263.0,13.0
2020-11-13,Guernsey,263.0,13.0
2020-11-14,Guernsey,263.0,13.0
2020-11-15,Guernsey,263.0,13.0
2020-11-16,Guernsey,263.0,13.0
2020-11-17,Guernsey,263.0,13.0
2020-11-18,Guernsey,263.0,13.0
2020-11-19,Guernsey,263.0,13.0
2020-11-20,Guernsey,263.0,13.0
2020-11-21,Guernsey,263.0,13.0
2020-11-22,Guernsey,263.0,13.0
2020-11-23,Guernsey,263.0,13.0
2020-11-24,Guernsey,264.0,13.0
2020-11-25,Guernsey,264.0,13.0
2020-11-26,Guernsey,264.0,13.0
2020-11-27,Guernsey,264.0,13.0
2020-11-28,Guernsey,264.0,13.0
2020-11-29,Guernsey,264.0,13.0
2020-11-30,Guernsey,264.0,13.0
2020-12-01,Guernsey,264.0,13.0
2020-12-02,Guernsey,264.0,13.0
2020-12-03,Guernsey,264.0,13.0
2020-12-04,Guernsey,264.0,13.0
2020-12-05,Guernsey,264.0,13.0
2020-12-06,Guernsey,265.0,13.0
2020-12-07,Guernsey,265.0,13.0
2020-12-08,Guernsey,265.0,13.0
2020-12-09,Guernsey,265.0,13.0
2020-12-10,Guernsey,265.0,13.0
2020-11-11,Ghana,49578.0,330.0
2020-11-12,Ghana,49608.0,330.0
2020-11-13,Ghana,49637.0,331.0
2020-11-14,Ghana,49665.0,331.0
2020-11-15,Ghana,49693.0,332.0
2020-11-16,Ghana,49719.0,332.0
2020-11-17,Ghana,49745.0,332.0
2020-11-18,Ghana,49771.0,333.0
2020-11-19,Ghana,49796.0,333.0
2020-11-20,Ghana,49820.0,333.0
2020-11-21,Ghana,49843.0,334.0
2020-11-22,Ghana,49866.0,334.0
2020-11-23,Ghana,49888.0,334.0
2020-11-24,Ghana,49909.0,335.0
2020-11-25,Ghana,49930.0,335.0
2020-11-26,Ghana,49951.0,335.0
2020-11-27,Ghana,49971.0,336.0
2020-11-28,Ghana,49990.0,336.0
2020-11-29,Ghana,50009.0,336.0
2020-11-30,Ghana,50027.0,337.0
2020-12-01,Ghana,50045.0,337.0
2020-12-02,Ghana,50063.0,337.0
2020-12-03,Ghana,50079.0,337.0
2020-12-04,Ghana,50096.0,338.0
2020-12-05,Ghana,50112.0,338.0
2020-12-06,Ghana,50128.0,338.0
2020-12-07,Ghana,50143.0,338.0
2020-12-08,Ghana,50157.0,339.0
2020-12-09,Ghana,50172.0,339.0
2020-12-10,Ghana,50186.0,339.0
2020-11-11,Gambia,3670.0,116.0
2020-11-12,Gambia,3670.0,116.0
2020-11-13,Gambia,3671.0,116.0
2020-11-14,Gambia,3671.0,116.0
2020-11-15,Gambia,3671.0,116.0
2020-11-16,Gambia,3671.0,116.0
2020-11-17,Gambia,3671.0,116.0
2020-11-18,Gambia,3671.0,116.0
2020-11-19,Gambia,3672.0,116.0
2020-11-20,Gambia,3672.0,116.0
2020-11-21,Gambia,3672.0,116.0
2020-11-22,Gambia,3672.0,116.0
2020-11-23,Gambia,3672.0,116.0
2020-11-24,Gambia,3672.0,116.0
2020-11-25,Gambia,3672.0,116.0
2020-11-26,Gambia,3672.0,116.0
2020-11-27,Gambia,3672.0,116.0
2020-11-28,Gambia,3672.0,116.0
2020-11-29,Gambia,3672.0,116.0
2020-11-30,Gambia,3673.0,116.0
2020-12-01,Gambia,3673.0,116.0
2020-12-02,Gambia,3673.0,116.0
2020-12-03,Gambia,3673.0,116.0
2020-12-04,Gambia,3673.0,116.0
2020-12-05,Gambia,3673.0,116.0
2020-12-06,Gambia,3673.0,116.0
2020-12-07,Gambia,3673.0,116.0
2020-12-08,Gambia,3673.0,116.0
2020-12-09,Gambia,3673.0,116.0
2020-12-10,Gambia,3673.0,116.0
2020-11-11,Guinea,12425.0,75.0
2020-11-12,Guinea,12458.0,75.0
2020-11-13,Guinea,12490.0,75.0
2020-11-14,Guinea,12521.0,76.0
2020-11-15,Guinea,12553.0,76.0
2020-11-16,Guinea,12584.0,76.0
2020-11-17,Guinea,12615.0,76.0
2020-11-18,Guinea,12645.0,76.0
2020-11-19,Guinea,12676.0,76.0
2020-11-20,Guinea,12706.0,77.0
2020-11-21,Guinea,12736.0,77.0
2020-11-22,Guinea,12765.0,77.0
2020-11-23,Guinea,12794.0,77.0
2020-11-24,Guinea,12823.0,77.0
2020-11-25,Guinea,12852.0,77.0
2020-11-26,Guinea,12881.0,77.0
2020-11-27,Guinea,12909.0,78.0
2020-11-28,Guinea,12937.0,78.0
2020-11-29,Guinea,12965.0,78.0
2020-11-30,Guinea,12992.0,78.0
2020-12-01,Guinea,13019.0,78.0
2020-12-02,Guinea,13046.0,78.0
2020-12-03,Guinea,13073.0,78.0
2020-12-04,Guinea,13099.0,79.0
2020-12-05,Guinea,13126.0,79.0
2020-12-06,Guinea,13152.0,79.0
2020-12-07,Guinea,13177.0,79.0
2020-12-08,Guinea,13203.0,79.0
2020-12-09,Guinea,13228.0,79.0
2020-12-10,Guinea,13253.0,79.0
2020-11-11,Equatorial Guinea,5271.0,86.0
2020-11-12,Equatorial Guinea,5273.0,86.0
2020-11-13,Equatorial Guinea,5275.0,86.0
2020-11-14,Equatorial Guinea,5276.0,86.0
2020-11-15,Equatorial Guinea,5278.0,86.0
2020-11-16,Equatorial Guinea,5280.0,86.0
2020-11-17,Equatorial Guinea,5282.0,86.0
2020-11-18,Equatorial Guinea,5284.0,86.0
2020-11-19,Equatorial Guinea,5285.0,86.0
2020-11-20,Equatorial Guinea,5287.0,86.0
2020-11-21,Equatorial Guinea,5288.0,86.0
2020-11-22,Equatorial Guinea,5290.0,86.0
2020-11-23,Equatorial Guinea,5291.0,86.0
2020-11-24,Equatorial Guinea,5293.0,86.0
2020-11-25,Equatorial Guinea,5294.0,86.0
2020-11-26,Equatorial Guinea,5295.0,86.0
2020-11-27,Equatorial Guinea,5297.0,86.0
2020-11-28,Equatorial Guinea,5298.0,86.0
2020-11-29,Equatorial Guinea,5299.0,86.0
2020-11-30,Equatorial Guinea,5300.0,86.0
2020-12-01,Equatorial Guinea,5302.0,86.0
2020-12-02,Equatorial Guinea,5303.0,86.0
2020-12-03,Equatorial Guinea,5304.0,86.0
2020-12-04,Equatorial Guinea,5305.0,86.0
2020-12-05,Equatorial Guinea,5306.0,86.0
2020-12-06,Equatorial Guinea,5307.0,86.0
2020-12-07,Equatorial Guinea,5308.0,86.0
2020-12-08,Equatorial Guinea,5309.0,86.0
2020-12-09,Equatorial Guinea,5310.0,86.0
2020-12-10,Equatorial Guinea,5310.0,86.0
2020-11-11,Greece,53738.0,669.0
2020-11-12,Greece,54971.0,676.0
2020-11-13,Greece,56230.0,683.0
2020-11-14,Greece,57515.0,689.0
2020-11-15,Greece,58826.0,696.0
2020-11-16,Greece,60164.0,703.0
2020-11-17,Greece,61531.0,710.0
2020-11-18,Greece,62925.0,717.0
2020-11-19,Greece,64348.0,724.0
2020-11-20,Greece,65800.0,731.0
2020-11-21,Greece,67282.0,739.0
2020-11-22,Greece,68793.0,746.0
2020-11-23,Greece,70336.0,753.0
2020-11-24,Greece,71910.0,761.0
2020-11-25,Greece,73516.0,768.0
2020-11-26,Greece,75154.0,776.0
2020-11-27,Greece,76826.0,783.0
2020-11-28,Greece,78531.0,791.0
2020-11-29,Greece,80270.0,799.0
2020-11-30,Greece,82044.0,807.0
2020-12-01,Greece,83853.0,815.0
2020-12-02,Greece,85699.0,823.0
2020-12-03,Greece,87581.0,831.0
2020-12-04,Greece,89501.0,839.0
2020-12-05,Greece,91458.0,847.0
2020-12-06,Greece,93454.0,855.0
2020-12-07,Greece,95490.0,864.0
2020-12-08,Greece,97566.0,872.0
2020-12-09,Greece,99682.0,881.0
2020-12-10,Greece,101839.0,889.0
2020-11-11,Guatemala,109875.0,3722.0
2020-11-12,Guatemala,110135.0,3728.0
2020-11-13,Guatemala,110390.0,3733.0
2020-11-14,Guatemala,110641.0,3739.0
2020-11-15,Guatemala,110887.0,3744.0
2020-11-16,Guatemala,111128.0,3749.0
2020-11-17,Guatemala,111366.0,3754.0
2020-11-18,Guatemala,111599.0,3759.0
2020-11-19,Guatemala,111828.0,3764.0
2020-11-20,Guatemala,112053.0,3769.0
2020-11-21,Guatemala,112274.0,3773.0
2020-11-22,Guatemala,112491.0,3778.0
2020-11-23,Guatemala,112704.0,3782.0
2020-11-24,Guatemala,112913.0,3786.0
2020-11-25,Guatemala,113118.0,3791.0
2020-11-26,Guatemala,113320.0,3795.0
2020-11-27,Guatemala,113518.0,3799.0
2020-11-28,Guatemala,113712.0,3803.0
2020-11-29,Guatemala,113903.0,3807.0
2020-11-30,Guatemala,114090.0,3810.0
2020-12-01,Guatemala,114274.0,3814.0
2020-12-02,Guatemala,114454.0,3818.0
2020-12-03,Guatemala,114631.0,3821.0
2020-12-04,Guatemala,114805.0,3825.0
2020-12-05,Guatemala,114976.0,3828.0
2020-12-06,Guatemala,115144.0,3831.0
2020-12-07,Guatemala,115308.0,3835.0
2020-12-08,Guatemala,115469.0,3838.0
2020-12-09,Guatemala,115628.0,3841.0
2020-12-10,Guatemala,115783.0,3844.0
2020-11-11,Guam,5755.0,89.0
2020-11-12,Guam,5860.0,90.0
2020-11-13,Guam,5967.0,91.0
2020-11-14,Guam,6075.0,91.0
2020-11-15,Guam,6185.0,92.0
2020-11-16,Guam,6298.0,93.0
2020-11-17,Guam,6412.0,93.0
2020-11-18,Guam,6528.0,94.0
2020-11-19,Guam,6645.0,94.0
2020-11-20,Guam,6765.0,95.0
2020-11-21,Guam,6887.0,95.0
2020-11-22,Guam,7011.0,96.0
2020-11-23,Guam,7137.0,96.0
2020-11-24,Guam,7265.0,97.0
2020-11-25,Guam,7394.0,97.0
2020-11-26,Guam,7527.0,98.0
2020-11-27,Guam,7661.0,98.0
2020-11-28,Guam,7797.0,99.0
2020-11-29,Guam,7936.0,99.0
2020-11-30,Guam,8077.0,100.0
2020-12-01,Guam,8220.0,100.0
2020-12-02,Guam,8366.0,101.0
2020-12-03,Guam,8514.0,101.0
2020-12-04,Guam,8664.0,101.0
2020-12-05,Guam,8817.0,102.0
2020-12-06,Guam,8972.0,102.0
2020-12-07,Guam,9130.0,102.0
2020-12-08,Guam,9290.0,103.0
2020-12-09,Guam,9453.0,103.0
2020-12-10,Guam,9618.0,103.0
2020-11-11,Guinea-Bissau,2431.0,42.0
2020-11-12,Guinea-Bissau,2433.0,42.0
2020-11-13,Guinea-Bissau,2434.0,42.0
2020-11-14,Guinea-Bissau,2436.0,42.0
2020-11-15,Guinea-Bissau,2437.0,42.0
2020-11-16,Guinea-Bissau,2439.0,42.0
2020-11-17,Guinea-Bissau,2440.0,42.0
2020-11-18,Guinea-Bissau,2442.0,42.0
2020-11-19,Guinea-Bissau,2443.0,42.0
2020-11-20,Guinea-Bissau,2444.0,42.0
2020-11-21,Guinea-Bissau,2445.0,42.0
2020-11-22,Guinea-Bissau,2447.0,42.0
2020-11-23,Guinea-Bissau,2448.0,43.0
2020-11-24,Guinea-Bissau,2449.0,43.0
2020-11-25,Guinea-Bissau,2450.0,43.0
2020-11-26,Guinea-Bissau,2452.0,43.0
2020-11-27,Guinea-Bissau,2453.0,43.0
2020-11-28,Guinea-Bissau,2454.0,43.0
2020-11-29,Guinea-Bissau,2455.0,43.0
2020-11-30,Guinea-Bissau,2456.0,43.0
2020-12-01,Guinea-Bissau,2457.0,43.0
2020-12-02,Guinea-Bissau,2458.0,43.0
2020-12-03,Guinea-Bissau,2459.0,43.0
2020-12-04,Guinea-Bissau,2460.0,43.0
